dt-timestamp(s),dt-x,dt-y,dt-z,pt-timestamp(s),pt-x,pt-y,pt-z,operation
1100,-239.18,-0.0,163,1460,-239.07,0.0,163,Match
1120,-236.89,-0.0,156,1480,-238.14,0.0,160,Match
1140,-234.34,-0.0,148,1500,-231.56,0.0,141,Mismatch
1160,-231.55,-0.0,141,1520,-230.42,0.0,138,Match
-,-,-,-,1540,-229.24,0.0,135,Insertion
1180,-228.53,-0.0,134,1560,-228.03,0.0,132,Match
1200,-225.26,-0.0,127,1580,-226.79,0.0,130,Match
1220,-221.77,-0.0,120,1600,-218.65,0.0,114,Mismatch
1240,-218.05,-0.0,113,1620,-217.03,0.0,111,Match
-,-,-,-,1640,-215.36,0.0,109,Insertion
1260,-214.12,-0.0,107,1660,-213.65,0.0,106,Match
1280,-209.97,-0.0,100,1680,-211.9,0.0,103,Match
1300,-205.61,-0.0,94,1700,-200.61,0.0,87,Mismatch
1320,-201.06,-0.0,88,1720,-198.8,0.0,84,Match
-,-,-,-,1740,-196.97,0.0,82,Insertion
1340,-196.31,-0.0,82,1760,-195.11,0.0,80,Match
1360,-191.37,-0.0,76,1780,-193.23,0.0,78,Match
1380,-186.25,-0.0,71,1800,-181.39,0.0,66,Mismatch
1400,-180.96,-0.0,65,1820,-178.81,0.0,63,Match
1420,-175.51,-0.0,60,1840,-176.2,0.0,61,Match
1440,-169.9,-0.0,55,1860,-173.55,0.0,58,Match
1460,-164.13,-0.0,51,1880,-170.87,0.0,56,Mismatch
1480,-158.23,-0.0,46,1900,-154.09,0.0,43,Match
1500,-152.19,-0.0,42,1920,-151.77,0.0,42,Match
-,-,-,-,1940,-149.44,0.0,40,Insertion
1520,-146.03,-0.0,38,1960,-147.09,0.0,39,Match
1540,-139.75,-0.0,34,1980,-144.72,0.0,37,Match
1560,-133.36,-0.0,30,2000,-130.18,0.0,29,Match
-,-,-,-,2020,-128.02,0.0,28,Insertion
1580,-126.88,-0.0,27,2040,-125.85,0.0,27,Match
-,-,-,-,2060,-123.67,0.0,26,Insertion
-,-,-,-,2080,-121.48,0.0,25,Insertion
-,-,-,-,2100,-108.14,0.0,19,Insertion
-,-,-,-,2120,-108.14,0.0,19,Insertion
-,-,-,-,2140,-108.14,0.0,19,Insertion
-,-,-,-,2160,-108.14,0.0,19,Insertion
-,-,-,-,2180,-108.14,0.0,19,Insertion
-,-,-,-,2200,-108.14,0.0,19,Insertion
-,-,-,-,2220,-108.14,0.0,19,Insertion
-,-,-,-,2240,-108.14,0.0,19,Insertion
-,-,-,-,2260,-108.14,0.0,19,Insertion
-,-,-,-,2280,-108.14,0.0,19,Insertion
-,-,-,-,2300,-108.14,0.0,19,Insertion
-,-,-,-,2320,-108.14,0.0,19,Insertion
-,-,-,-,2340,-108.14,0.0,19,Insertion
-,-,-,-,2360,-108.14,0.0,19,Insertion
-,-,-,-,2380,-108.14,0.0,19,Insertion
-,-,-,-,2400,-108.14,0.0,19,Insertion
-,-,-,-,2420,-108.14,0.0,19,Insertion
-,-,-,-,2440,-108.14,0.0,19,Insertion
-,-,-,-,2460,-108.14,0.0,19,Insertion
-,-,-,-,2480,-108.14,0.0,19,Insertion
-,-,-,-,2500,-108.14,0.0,19,Insertion
-,-,-,-,2520,-108.14,0.0,19,Insertion
-,-,-,-,2540,-108.14,0.0,19,Insertion
-,-,-,-,2560,-108.14,0.0,19,Insertion
-,-,-,-,2580,-108.14,0.0,19,Insertion
-,-,-,-,2600,-108.14,0.0,19,Insertion
-,-,-,-,2620,-108.14,0.0,19,Insertion
-,-,-,-,2640,-108.14,0.0,19,Insertion
-,-,-,-,2660,-108.14,0.0,19,Insertion
-,-,-,-,2680,-108.14,0.0,19,Insertion
-,-,-,-,2700,-108.14,0.0,19,Insertion
-,-,-,-,2720,-108.14,0.0,19,Insertion
-,-,-,-,2740,-108.14,0.0,19,Insertion
-,-,-,-,2760,-108.14,0.0,19,Insertion
-,-,-,-,2780,-108.14,0.0,19,Insertion
-,-,-,-,2800,-108.14,0.0,19,Insertion
-,-,-,-,2820,-108.14,0.0,19,Insertion
-,-,-,-,2840,-108.14,0.0,19,Insertion
-,-,-,-,2860,-108.14,0.0,19,Insertion
-,-,-,-,2880,-108.14,0.0,19,Insertion
1600,-120.3,-0.0,24,2900,-108.14,0.0,19,Mismatch
1620,-113.64,-0.0,21,2920,-108.14,0.0,19,Mismatch
1640,-108.14,-0.0,19,2940,-108.14,0.0,19,Match
1660,-108.14,-0.0,19,2960,-108.14,0.0,19,Match
1680,-108.14,-0.0,19,2980,-108.14,0.0,19,Match
1700,-108.14,-0.0,19,3000,-108.14,0.0,19,Match
1720,-108.14,-0.0,19,3020,-108.14,0.0,19,Match
1740,-108.14,-0.0,19,3040,-108.14,0.0,19,Match
1760,-108.14,-0.0,19,3060,-108.14,0.0,19,Match
1780,-108.14,-0.0,19,3080,-108.14,0.0,19,Match
1800,-108.14,-0.0,19,3100,-108.14,0.0,19,Match
1820,-108.14,-0.0,19,3120,-108.14,0.0,19,Match
1840,-108.14,-0.0,19,3140,-108.14,0.0,19,Match
1860,-108.14,-0.0,19,3160,-108.14,0.0,19,Match
1880,-108.14,-0.0,19,3180,-108.14,0.0,19,Match
1900,-108.14,-0.0,19,3200,-108.14,0.0,19,Match
1920,-108.14,-0.0,19,3220,-108.14,0.0,19,Match
1940,-108.14,-0.0,19,3240,-108.14,0.0,19,Match
1960,-108.14,-0.0,19,3260,-108.14,0.0,19,Match
1980,-108.14,-0.0,19,3280,-108.14,0.0,19,Match
2000,-108.14,-0.0,19,3300,-108.14,0.0,19,Match
2020,-108.14,-0.0,19,3320,-108.14,0.0,19,Match
2040,-108.14,-0.0,19,3340,-108.14,0.0,19,Match
2060,-108.14,-0.0,19,3360,-108.14,0.0,19,Match
2080,-108.14,-0.0,19,3380,-108.14,0.0,19,Match
2100,-108.14,-0.0,19,3400,-108.14,0.0,19,Match
2120,-108.14,-0.0,19,3420,-108.14,0.0,19,Match
2140,-108.14,-0.0,19,3440,-108.14,0.0,19,Match
2160,-108.14,-0.0,19,3460,-108.14,0.0,19,Match
2180,-108.14,-0.0,19,3480,-108.14,0.0,19,Match
2200,-108.14,-0.0,19,3500,-108.14,0.0,19,Match
2220,-108.14,-0.0,19,3520,-108.14,0.0,19,Match
2240,-108.14,-0.0,19,3540,-108.14,0.0,19,Match
2260,-108.14,-0.0,19,3560,-108.14,0.0,19,Match
2280,-108.14,-0.0,19,3580,-108.14,0.0,19,Match
2300,-108.14,-0.0,19,3600,-108.14,0.0,19,Match
2320,-108.14,-0.0,19,3620,-108.14,0.0,19,Match
2340,-108.14,-0.0,19,3640,-108.14,0.0,19,Match
2360,-108.14,-0.0,19,3660,-108.14,0.0,19,Match
2380,-108.14,-0.0,19,3680,-108.14,0.0,19,Match
2400,-108.14,-0.0,19,3700,-108.14,0.0,19,Match
2420,-108.14,-0.0,19,3720,-108.14,0.0,19,Match
2440,-108.14,-0.0,19,3740,-108.14,0.0,19,Match
2460,-108.14,-0.0,19,3760,-108.14,0.0,19,Match
2480,-108.14,-0.0,19,3780,-108.14,0.0,19,Match
2500,-108.14,-0.0,19,3800,-108.14,0.0,19,Match
2520,-108.14,-0.0,19,3820,-108.14,0.0,19,Match
2540,-108.14,-0.0,19,3840,-108.14,0.0,19,Match
2560,-108.14,-0.0,19,3860,-108.14,0.0,19,Match
2580,-108.14,-0.0,19,3880,-108.14,0.0,19,Match
2600,-108.14,-0.0,19,3900,-108.14,0.0,19,Match
2620,-108.14,-0.0,19,3920,-108.14,0.0,19,Match
2640,-108.14,-0.0,19,3940,-108.14,0.0,19,Match
2660,-108.14,-0.0,19,3960,-108.14,0.0,19,Match
2680,-108.14,-0.0,19,3980,-108.14,0.0,19,Match
2700,-108.14,-0.0,19,4000,-108.14,0.0,19,Match
2720,-108.14,-0.0,19,4020,-108.14,0.0,19,Match
2740,-108.14,-0.0,19,4040,-108.14,0.0,19,Match
2760,-108.14,-0.0,19,4060,-108.14,0.0,19,Match
2780,-108.14,-0.0,19,4080,-108.14,0.0,19,Match
2800,-108.14,-0.0,19,4100,-108.14,0.0,19,Match
-,-,-,-,4120,-110.1,0.0,20,Insertion
-,-,-,-,4140,-112.05,0.0,20,Insertion
2820,-112.57,-0.0,20,4160,-114.0,0.0,21,Match
2840,-116.97,-0.0,22,4180,-115.93,0.0,22,Match
2860,-121.34,-0.0,24,4200,-127.39,0.0,28,Mismatch
2880,-125.67,-0.0,26,4220,-128.81,0.0,28,Match
2900,-129.96,-0.0,28,4240,-130.22,0.0,29,Match
-,-,-,-,4260,-131.62,0.0,29,Insertion
2920,-134.2,-0.0,30,4280,-133.02,0.0,30,Match
-,-,-,-,4300,-141.33,0.0,34,Insertion
2940,-138.4,-0.0,33,4320,-143.14,0.0,35,Match
2960,-142.54,-0.0,35,4340,-144.94,0.0,36,Match
2980,-146.62,-0.0,38,4360,-146.73,0.0,38,Match
3000,-150.65,-0.0,40,4380,-148.5,0.0,39,Match
3020,-154.61,-0.0,43,4400,-158.87,0.0,47,Match
3040,-158.5,-0.0,46,4420,-160.27,0.0,48,Match
3060,-162.33,-0.0,49,4440,-161.67,0.0,49,Match
-,-,-,-,4460,-163.06,0.0,51,Insertion
3080,-166.08,-0.0,52,4480,-164.43,0.0,52,Match
3100,-169.75,-0.0,56,4500,-172.46,0.0,59,Match
3120,-173.35,-0.0,59,4520,-174.27,0.0,61,Match
3140,-176.86,-0.0,63,4540,-176.06,0.0,63,Match
3160,-180.28,-0.0,66,4560,-177.83,0.0,65,Match
3180,-183.62,-0.0,70,4580,-179.57,0.0,67,Match
3200,-186.86,-0.0,74,4600,-189.54,0.0,79,Mismatch
3220,-190.01,-0.0,78,4620,-190.58,0.0,80,Match
-,-,-,-,4640,-191.62,0.0,81,Insertion
3240,-193.06,-0.0,82,4660,-192.65,0.0,82,Match
3260,-196.01,-0.0,86,4680,-193.67,0.0,84,Match
-,-,-,-,4700,-199.57,0.0,91,Insertion
3280,-198.85,-0.0,90,4720,-200.76,0.0,93,Match
3300,-201.59,-0.0,95,4740,-201.92,0.0,95,Match
3320,-204.22,-0.0,99,4760,-203.06,0.0,97,Match
3340,-206.74,-0.0,104,4780,-204.18,0.0,99,Mismatch
3360,-209.14,-0.0,108,4800,-210.41,0.0,112,Match
3380,-211.43,-0.0,113,4820,-211.4,0.0,114,Match
-,-,-,-,4840,-212.37,0.0,116,Insertion
3400,-213.6,-0.0,118,4860,-213.32,0.0,118,Match
3420,-215.64,-0.0,123,4880,-214.25,0.0,120,Match
3440,-217.57,-0.0,127,4900,-219.29,0.0,133,Mismatch
3460,-219.37,-0.0,132,4920,-220.01,0.0,135,Match
3480,-221.04,-0.0,137,4940,-220.69,0.0,138,Match
3500,-222.58,-0.0,143,4960,-221.35,0.0,140,Match
3520,-224.0,-0.0,148,4980,-221.98,0.0,142,Mismatch
3540,-225.28,-0.0,153,5000,-225.21,0.0,157,Match
3560,-226.43,-0.0,158,5020,-225.65,0.0,158,Match
-,-,-,-,5040,-226.07,0.0,160,Insertion
-,-,-,-,5060,-226.48,0.0,161,Insertion
3580,-227.44,-0.0,163,5080,-226.88,0.0,163,Match
3600,-228.31,-0.0,169,5100,-228.98,0.0,173,Match
3620,-229.05,-0.0,174,5120,-229.33,0.0,176,Match
-,-,-,-,5140,-229.64,0.0,178,Insertion
3640,-229.65,-0.0,180,5160,-229.92,0.0,181,Match
3660,-230.11,-0.0,185,5180,-230.15,0.0,184,Match
3680,-230.43,-0.0,191,5200,-230.81,0.0,201,Mismatch
3700,-230.61,-0.0,196,5220,-230.74,0.0,203,Mismatch
3720,-230.64,-0.0,202,5240,-230.66,0.0,205,Match
3740,-230.53,-0.0,207,5260,-230.55,0.0,207,Match
3760,-230.28,-0.0,213,5280,-230.42,0.0,209,Match
3780,-229.89,-0.0,218,5300,-229.22,0.0,222,Match
3800,-229.35,-0.0,224,5320,-228.9,0.0,224,Match
-,-,-,-,5340,-228.55,0.0,227,Insertion
3820,-228.66,-0.0,229,5360,-228.17,0.0,229,Match
3840,-227.83,-0.0,235,5380,-227.76,0.0,232,Match
3860,-226.86,-0.0,240,5400,-224.7,0.0,247,Mismatch
3880,-225.74,-0.0,246,5420,-224.4,0.0,249,Match
-,-,-,-,5440,-224.09,0.0,251,Insertion
3900,-224.47,-0.0,252,5460,-223.77,0.0,252,Match
3920,-223.07,-0.0,257,5480,-223.43,0.0,254,Match
3940,-221.52,-0.0,263,5500,-221.1,0.0,264,Match
3960,-219.82,-0.0,268,5520,-220.24,0.0,267,Match
-,-,-,-,5540,-219.34,0.0,270,Insertion
3980,-217.98,-0.0,273,5560,-218.4,0.0,272,Match
4000,-216.01,-0.0,279,5580,-217.42,0.0,275,Match
4020,-213.89,-0.0,284,5600,-210.79,0.0,292,Mismatch
4040,-211.63,-0.0,290,5620,-209.83,0.0,294,Match
4060,-209.23,-0.0,295,5640,-208.84,0.0,296,Match
-,-,-,-,5660,-207.84,0.0,298,Insertion
4080,-206.69,-0.0,300,5680,-206.81,0.0,300,Match
4100,-204.02,-0.0,305,5700,-200.25,0.0,311,Mismatch
4120,-201.21,-0.0,310,5720,-198.88,0.0,314,Match
4140,-198.27,-0.0,315,5740,-197.48,0.0,316,Match
-,-,-,-,5760,-196.06,0.0,318,Insertion
4160,-195.19,-0.0,320,5780,-194.61,0.0,320,Match
4180,-191.99,-0.0,325,5800,-185.35,0.0,334,Mismatch
4200,-188.66,-0.0,330,5820,-184.18,0.0,336,Mismatch
4220,-185.19,-0.0,335,5840,-183.0,0.0,337,Match
4240,-181.61,-0.0,340,5860,-181.8,0.0,339,Match
4260,-177.9,-0.0,344,5880,-180.58,0.0,341,Match
4280,-174.07,-0.0,349,5900,-172.89,0.0,351,Match
4300,-170.12,-0.0,353,5920,-171.05,0.0,353,Match
-,-,-,-,5940,-169.19,0.0,355,Insertion
4320,-166.05,-0.0,358,5960,-167.31,0.0,357,Match
4340,-161.87,-0.0,362,5980,-165.4,0.0,359,Match
4360,-157.58,-0.0,366,6000,-153.48,0.0,370,Match
4380,-153.18,-0.0,370,6020,-151.73,0.0,372,Match
-,-,-,-,6040,-149.97,0.0,373,Insertion
4400,-148.67,-0.0,374,6060,-148.19,0.0,375,Match
4420,-144.06,-0.0,378,6080,-146.4,0.0,376,Match
-,-,-,-,6100,-135.34,0.0,384,Insertion
4440,-139.35,-0.0,382,6120,-134.42,0.0,385,Match
4460,-134.54,-0.0,385,6140,-133.48,0.0,386,Match
4480,-132.91,-0.0,386,6160,-132.55,0.0,387,Match
4500,-131.65,-0.0,388,6180,-131.61,0.0,388,Match
4520,-130.37,-0.0,390,6200,-125.88,0.0,393,Match
4540,-129.09,-0.0,392,6220,-125.4,0.0,393,Match
4560,-127.79,-0.0,394,6240,-124.92,0.0,394,Match
4580,-126.48,-0.0,396,6260,-124.44,0.0,395,Match
4600,-125.16,-0.0,398,6280,-123.95,0.0,396,Match
4620,-123.83,-0.0,400,6300,-121.01,0.0,400,Match
4640,-122.48,-0.0,401,6320,-120.52,0.0,401,Match
4660,-121.13,-0.0,403,6340,-120.02,0.0,402,Match
4680,-119.77,-0.0,405,6360,-119.53,0.0,402,Match
4700,-118.39,-0.0,407,6380,-119.03,0.0,403,Match
4720,-117.01,-0.0,408,6400,-116.0,0.0,407,Match
4740,-115.61,-0.0,410,6420,-114.99,0.0,408,Match
4760,-114.21,-0.0,412,6440,-113.98,0.0,409,Match
4780,-112.79,-0.0,413,6460,-112.96,0.0,410,Match
4800,-111.37,-0.0,415,6480,-111.93,0.0,411,Match
4820,-109.93,-0.0,417,6500,-105.71,0.0,416,Match
4840,-108.49,-0.0,418,6520,-105.17,0.0,417,Match
-,-,-,-,6540,-104.64,0.0,417,Insertion
4860,-107.03,-0.0,420,6560,-104.1,0.0,418,Match
4880,-105.57,-0.0,421,6580,-103.56,0.0,419,Match
-,-,-,-,6600,-100.31,0.0,422,Insertion
-,-,-,-,6620,-100.04,0.0,423,Insertion
4900,-104.1,-0.0,423,6640,-99.78,0.0,423,Match
-,-,-,-,6660,-99.51,0.0,424,Insertion
4920,-102.62,-0.0,424,6680,-99.24,0.0,424,Match
4940,-101.13,-0.0,426,6700,-97.63,0.0,427,Match
4960,-99.63,-0.0,427,6720,-97.08,0.0,428,Match
4980,-98.12,-0.0,429,6740,-96.53,0.0,428,Match
5000,-96.6,-0.0,430,6760,-95.97,0.0,429,Match
5020,-95.08,-0.0,431,6780,-95.41,0.0,429,Match
5040,-93.54,-0.0,433,6800,-92.05,0.0,433,Match
5060,-92.0,-0.0,434,6820,-90.94,0.0,433,Match
5080,-90.45,-0.0,436,6840,-89.82,0.0,434,Match
5100,-88.9,-0.0,437,6860,-88.71,0.0,435,Match
5120,-87.33,-0.0,438,6880,-87.59,0.0,435,Match
5140,-85.76,-0.0,439,6900,-80.8,0.0,439,Match
5160,-84.18,-0.0,441,6920,-80.21,0.0,440,Match
5180,-82.59,-0.0,442,6940,-79.63,0.0,440,Match
5200,-81.0,-0.0,443,6960,-79.04,0.0,441,Match
5220,-79.39,-0.0,444,6980,-78.45,0.0,441,Match
5240,-77.79,-0.0,445,7000,-74.91,0.0,444,Match
5260,-76.17,-0.0,446,7020,-74.31,0.0,445,Match
-,-,-,-,7040,-73.72,0.0,445,Insertion
5280,-74.55,-0.0,447,7060,-73.12,0.0,446,Match
5300,-72.92,-0.0,449,7080,-72.52,0.0,446,Match
-,-,-,-,7100,-68.93,0.0,449,Insertion
-,-,-,-,7120,-68.63,0.0,449,Insertion
-,-,-,-,7140,-68.33,0.0,449,Insertion
5320,-71.29,-0.0,450,7160,-68.03,0.0,450,Match
5340,-69.64,-0.0,451,7180,-67.73,0.0,450,Match
5360,-68.0,-0.0,452,7200,-65.94,0.0,452,Match
5380,-66.34,-0.0,453,7220,-64.75,0.0,452,Match
5400,-64.68,-0.0,453,7240,-63.56,0.0,453,Match
5420,-63.02,-0.0,454,7260,-62.37,0.0,453,Match
5440,-61.35,-0.0,455,7280,-61.18,0.0,454,Match
5460,-59.67,-0.0,456,7300,-53.97,0.0,457,Mismatch
5480,-57.99,-0.0,457,7320,-53.35,0.0,457,Match
5500,-56.31,-0.0,458,7340,-52.73,0.0,457,Match
5520,-54.62,-0.0,459,7360,-52.11,0.0,458,Match
5540,-52.92,-0.0,459,7380,-51.49,0.0,458,Match
5560,-51.22,-0.0,460,7400,-47.74,0.0,460,Match
5580,-49.52,-0.0,461,7420,-47.11,0.0,460,Match
5600,-47.81,-0.0,462,7440,-46.48,0.0,461,Match
5620,-46.1,-0.0,462,7460,-45.85,0.0,461,Match
-,-,-,-,7480,-45.22,0.0,461,Insertion
5640,-44.38,-0.0,463,7500,-41.44,0.0,463,Match
-,-,-,-,7520,-40.81,0.0,463,Insertion
-,-,-,-,7540,-40.17,0.0,463,Insertion
5660,-42.66,-0.0,464,7560,-39.54,0.0,464,Match
5680,-40.93,-0.0,464,7580,-38.91,0.0,464,Match
5700,-39.2,-0.0,465,7600,-35.09,0.0,465,Match
5720,-37.47,-0.0,465,7620,-34.17,0.0,465,Match
5740,-35.74,-0.0,466,7640,-33.25,0.0,466,Match
5760,-34.0,-0.0,466,7660,-32.33,0.0,466,Match
5780,-32.26,-0.0,467,7680,-31.41,0.0,466,Match
5800,-30.52,-0.0,467,7700,-25.87,0.0,467,Match
5820,-28.77,-0.0,468,7720,-25.22,0.0,467,Match
5840,-27.02,-0.0,468,7740,-24.58,0.0,468,Match
5860,-25.27,-0.0,468,7760,-23.94,0.0,468,Match
5880,-23.52,-0.0,469,7780,-23.29,0.0,468,Match
5900,-21.76,-0.0,469,7800,-19.43,0.0,469,Match
5920,-20.0,-0.0,469,7820,-18.78,0.0,469,Match
5940,-18.24,-0.0,470,7840,-18.14,0.0,469,Match
-,-,-,-,7860,-17.49,0.0,469,Insertion
5960,-16.48,-0.0,470,7880,-16.84,0.0,469,Match
5980,-14.72,-0.0,470,7900,-12.96,0.0,470,Match
6000,-12.96,-0.0,470,7920,-12.32,0.0,470,Match
6020,-11.19,-0.0,471,7940,-11.67,0.0,470,Match
6040,-9.43,-0.0,471,7960,-11.02,0.0,470,Match
6060,-7.66,-0.0,471,7980,-10.37,0.0,470,Match
6080,-5.89,-0.0,471,8000,-6.49,0.0,471,Match
6100,-4.13,-0.0,471,8020,-5.23,0.0,471,Match
6120,-2.36,-0.0,471,8040,-3.97,0.0,471,Match
6140,-0.59,-0.0,471,8060,-2.71,0.0,471,Match
6160,0.0,0.0,471,8080,-1.45,0.0,471,Match
6180,-0.69,0.01,471,8100,6.11,0.0,471,Mismatch
6200,-1.38,0.02,471,8120,6.44,-0.01,471,Mismatch
6220,-2.06,0.05,471,8140,6.76,-0.02,471,Mismatch
6240,-2.75,0.08,471,8160,7.09,-0.04,471,Mismatch
6260,-3.44,0.13,471,8180,7.41,-0.05,471,Mismatch
6280,-4.12,0.18,471,8200,9.36,-0.16,471,Mismatch
6300,-4.81,0.25,471,8220,8.1,-0.2,471,Mismatch
6320,-5.49,0.32,471,8240,6.83,-0.21,471,Mismatch
6340,-6.17,0.41,471,8260,5.57,-0.21,471,Mismatch
6360,-6.86,0.5,471,8280,4.31,-0.2,471,Mismatch
6380,-7.54,0.61,471,8300,-3.23,0.28,471,Match
6400,-8.22,0.72,471,8320,-3.87,0.37,471,Match
6420,-8.9,0.85,471,8340,-4.52,0.47,471,Match
6440,-9.57,0.99,471,8360,-5.16,0.59,471,Match
6460,-10.25,1.13,471,8380,-5.79,0.71,471,Match
6480,-10.92,1.29,471,8400,-9.58,1.69,470,Match
6500,-11.59,1.45,470,8420,-10.2,1.87,470,Match
6520,-12.26,1.63,470,8440,-10.83,2.07,470,Match
6540,-12.93,1.81,470,8460,-11.45,2.27,470,Match
6560,-13.59,2.01,470,8480,-12.07,2.48,470,Match
6580,-14.26,2.21,470,-,-,-,-,Deletion
6600,-14.92,2.43,470,-,-,-,-,Deletion
6620,-15.57,2.65,470,-,-,-,-,Deletion
6640,-16.23,2.88,470,-,-,-,-,Deletion
6660,-16.88,3.13,470,-,-,-,-,Deletion
6680,-17.53,3.38,470,-,-,-,-,Deletion
6700,-18.17,3.64,470,-,-,-,-,Deletion
6720,-18.82,3.92,470,-,-,-,-,Deletion
6740,-19.46,4.2,469,8500,-15.72,3.92,469,Match
6760,-20.09,4.49,469,8520,-16.31,4.22,469,Match
6780,-20.72,4.79,469,8540,-16.89,4.53,469,Match
6800,-21.35,5.1,469,8560,-17.48,4.85,469,Match
6820,-21.98,5.42,469,8580,-18.05,5.18,469,Match
6840,-22.6,5.75,469,-,-,-,-,Deletion
6860,-23.22,6.09,469,-,-,-,-,Deletion
6880,-23.83,6.44,469,-,-,-,-,Deletion
6900,-24.44,6.8,468,-,-,-,-,Deletion
6920,-25.04,7.16,468,-,-,-,-,Deletion
6940,-25.64,7.54,468,-,-,-,-,Deletion
6960,-26.24,7.92,468,8600,-21.42,7.37,468,Match
6980,-26.83,8.32,468,8620,-22.24,7.83,468,Match
7000,-27.42,8.72,468,8640,-23.06,8.3,468,Match
7020,-28.0,9.13,468,8660,-23.87,8.78,468,Match
7040,-28.57,9.55,467,8680,-24.67,9.27,467,Match
7060,-29.15,9.98,467,-,-,-,-,Deletion
7080,-29.71,10.42,467,-,-,-,-,Deletion
7100,-30.27,10.86,467,-,-,-,-,Deletion
