timestamp(s),accel(m/s2),speed(m/s),position(m)
710.1	0	0	726.42
710.2	0	0	726.52
710.3	0	0	726.62
710.4	0	0	726.72
710.5	0	0	726.82
710.6	0	0	726.92
710.7	0	0	727.02
710.8	0	0	727.12
710.9	0	0	727.22
711	0	0	727.32
711.1	0	0	727.42
711.2	0	0	727.52
711.3	0	0	727.62
711.4	0	0	727.72
711.5	0	0	727.82
711.6	0	0	727.92
711.7	0	0	728.02
711.8	0	0	728.12
711.9	0	0	728.22
712	0	0	728.32
712.1	0	0	728.42
712.2	0	0	728.52
712.3	0	0	728.62
712.4	0	0	728.72
712.5	0	0	728.82
712.6	0	0	728.92
712.7	0	0	729.02
712.8	0	0	729.12
712.9	0	0	729.22
713	0	0	729.32
713.1	0	0	729.42
713.2	0	0	729.52
713.3	0	0	729.62
713.4	0	0	729.72
713.5	0	0	729.82
713.6	0	0	729.92
713.7	0	0	730.02
713.8	0	0	730.12
713.9	0	0	730.22
714	0	0	730.32
714.1	0	0	730.42
714.2	0	0	730.52
714.3	0	0	730.62
714.4	0	0	730.72
714.5	0	0	730.82
714.6	0	0	730.92
714.7	0	0	731.02
714.8	0	0	731.12
714.9	0	0	731.22
715	0	0	731.32
715.1	0	0	731.42
715.2	0	0	731.52
715.3	0	0	731.62
715.4	0	0	731.72
715.5	0	0	731.82
715.6	0	0	731.92
715.7	0	0	732.02
715.8	0	0	732.12
715.9	0	0	732.22
716	0	0	732.32
716.1	0	0	732.42
716.2	0	0	732.52
716.3	0	0	732.62
716.4	0	0	732.72
716.5	0	0	732.82
716.6	0	0	732.92
716.7	0	0	733.02
716.8	0	0	733.12
716.9	0	0	733.22
717	0	0	733.32
717.1	0	0	733.42
717.2	0	0	733.52
717.3	0	0	733.62
717.4	0	0	733.72
717.5	0	0	733.82
717.6	0	0	733.92
717.7	0	0	734.02
717.8	0	0	734.12
717.9	0	0	734.22
718	0	0	734.32
718.1	0	0	734.42
718.2	0	0	734.52
718.3	0	0	734.62
718.4	0	0	734.72
718.5	0	0	734.82
718.6	0	0	734.92
718.7	0	0	735.02
718.8	0	0	735.12
718.9	0	0	735.22
719	0	0	735.32
719.1	0	0	735.42
719.2	0	0	735.52
719.3	0	0	735.62
719.4	0	0	735.72
719.5	0	0	735.82
719.6	0	0	735.92
719.7	0	0	736.02
719.8	0	0	736.12
719.9	0	0	736.22
720	0	0	736.32
720.1	0	0	736.42
720.2	0	0	736.52
720.3	0	0	736.62
720.4	0	0	736.72
720.5	0	0	736.82
720.6	0	0	736.92
720.7	0	0	737.02
720.8	0	0	737.12
720.9	0	0	737.22
721	0	0	737.32
721.1	0	0	737.42
721.2	0	0	737.52
721.3	0	0	737.62
721.4	0	0	737.72
721.5	0	0	737.82
721.6	0	0	737.92
721.7	0	0	738.02
721.8	0	0	738.12
721.9	0	0	738.22
722	0	0	738.32
722.1	0	0	738.42
722.2	0	0	738.52
722.3	0	0	738.62
722.4	0	0	738.72
722.5	0	0	738.82
722.6	0	0	738.92
722.7	0	0	739.02
722.8	0	0	739.12
722.9	0	0	739.22
723	0	0	739.32
723.1	0	0	739.42
723.2	0	0	739.52
723.3	0	0	739.62
723.4	0	0	739.72
723.5	0	0	739.82
723.6	0	0	739.92
723.7	0	0	740.02
723.8	0	0	740.12
723.9	0	0	740.22
724	0	0	740.32
724.1	0	0	740.42
724.2	0	0	740.52
724.3	0	0	740.62
724.4	0	0	740.72
724.5	0	0	740.82
724.6	0	0	740.92
724.7	0	0	741.02
724.8	0	0	741.12
724.9	0	0	741.22
725	0	0	741.32
725.1	0	0	741.42
725.2	0	0	741.52
725.3	0	0	741.62
725.4	0	0	741.72
725.5	0	0	741.82
725.6	0	0	741.92
725.7	0	0	742.02
725.8	0	0	742.12
725.9	0	0	742.22
726	0	0	742.32
726.1	0	0	742.42
726.2	0	0	742.52
726.3	0	0	742.62
726.4	0	0	742.72
726.5	0	0	742.82
726.6	0	0	742.92
726.7	0	0	743.02
726.8	0	0	743.12
726.9	0	0	743.22
727	0	0	743.32
727.1	0	0	743.42
727.2	0	0	743.52
727.3	0	0	743.62
727.4	0	0	743.72
727.5	0	0	743.82
727.6	0	0	743.92
727.7	0	0	744.02
727.8	0	0	744.12
727.9	0	0	744.22
728	0	0	744.32
728.1	0	0	744.42
728.2	0	0	744.52
728.3	0	0	744.62
728.4	0	0	744.72
728.5	0	0	744.82
728.6	0	0	744.92
728.7	0	0	745.02
728.8	0	0	745.12
728.9	0	0	745.22
729	0	0	745.32
729.1	0	0	745.42
729.2	0	0	745.52
729.3	0	0	745.62
729.4	0	0	745.72
729.5	0	0	745.82
729.6	0	0	745.92
729.7	0	0	746.02
729.8	0	0	746.12
729.9	0	0	746.22
730	0	0	746.32
730.1	0	0	746.42
730.2	0	0	746.52
730.3	0	0	746.62
730.4	0	0	746.72
730.5	0	0	746.82
730.6	0	0	746.92
730.7	0	0	747.02
730.8	0	0	747.12
730.9	0	0	747.22
731	0	0	747.32
731.1	0	0	747.42
731.2	0	0	747.52
731.3	0	0	747.62
731.4	0	0	747.72
731.5	0	0	747.82
731.6	0	0	747.92
731.7	0	0	748.02
731.8	0	0	748.12
731.9	0	0	748.22
732	0	0	748.32
732.1	0	0	748.42
732.2	0	0	748.52
732.3	0	0	748.62
732.4	0	0	748.72
732.5	0	0	748.82
732.6	0	0	748.92
732.7	0	0	749.02
732.8	0	0	749.12
732.9	0	0	749.22
733	0	0	749.32
733.1	0	0	749.42
733.2	0	0	749.52
733.3	0	0	749.62
733.4	0	0	749.72
733.5	0	0	749.82
733.6	0	0	749.92
733.7	0	0	750.02
733.8	0	0	750.12
733.9	0	0	750.22
734	0	0	750.32
734.1	0	0	750.42
734.2	0	0	750.52
734.3	0	0	750.62
734.4	0	0	750.72
734.5	0	0	750.82
734.6	0	0	750.92
734.7	0	0	751.02
734.8	0	0	751.12
734.9	0	0	751.22
735	0	0	751.32
735.1	0	0	751.42
735.2	0	0	751.52
735.3	0	0	751.62
735.4	0	0	751.72
735.5	0	0	751.82
735.6	0	0	751.92
735.7	0	0	752.02
735.8	0	0	752.12
735.9	0	0	752.22
736	0	0	752.32
736.1	0	0	752.42
736.2	0	0	752.52
736.3	0	0	752.62
736.4	0	0	752.72
736.5	0	0	752.82
736.6	0	0	752.92
736.7	0	0	753.02
736.8	0	0	753.12
736.9	0	0	753.22
737	0	0	753.32
737.1	0	0	753.42
737.2	0	0	753.52
737.3	0	0	753.62
737.4	0	0	753.72
737.5	0	0	753.82
737.6	0	0	753.92
737.7	0	0	754.02
737.8	0	0	754.12
737.9	0	0	754.22
738	0	0	754.32
738.1	0	0	754.42
738.2	0	0	754.52
738.3	0	0	754.62
738.4	0	0	754.72
738.5	0	0	754.82
738.6	0	0	754.92
738.7	0	0	755.02
738.8	0	0	755.12
738.9	0	0	755.22
739	0	0	755.32
739.1	0	0	755.42
739.2	0	0	755.52
739.3	0	0	755.62
739.4	0	0	755.72
739.5	0	0	755.82
739.6	0	0	755.92
739.7	0	0	756.02
739.8	0	0	756.12
739.9	0	0	756.22
740	0	0	756.32
740.1	0	0	756.42
740.2	0	0	756.52
740.3	0	0	756.62
740.4	0	0	756.72
740.5	0	0	756.82
740.6	0	0	756.92
740.7	0	0	757.02
740.8	0	0	757.12
740.9	0	0	757.22
741	0	0	757.32
741.1	0	0	757.42
741.2	0	0	757.52
741.3	0	0	757.62
741.4	0	0	757.72
741.5	0	0	757.82
741.6	0	0	757.92
741.7	0	0	758.02
741.8	0	0	758.12
741.9	0	0	758.22
742	0	0	758.32
742.1	0	0	758.42
742.2	0	0	758.52
742.3	0	0	758.62
742.4	0	0	758.72
742.5	0	0	758.82
742.6	0	0	758.92
742.7	0	0	759.02
742.8	0	0	759.12
742.9	0	0	759.22
743	0	0	759.32
743.1	0	0	759.42
743.2	0	0	759.52
743.3	0	0	759.62
743.4	0	0	759.72
743.5	0	0	759.82
743.6	0	0	759.92
743.7	0	0	760.02
743.8	0	0	760.12
743.9	0	0	760.22
744	0	0	760.32
744.1	0	0	760.42
744.2	0	0	760.52
744.3	0	0	760.62
744.4	0	0	760.72
744.5	0	0	760.82
744.6	0	0	760.92
744.7	0	0	761.02
744.8	0	0	761.12
744.9	0	0	761.22
745	0	0	761.32
745.1	0	0	761.42
745.2	0	0	761.52
745.3	0	0	761.62
745.4	0	0	761.72
745.5	0	0	761.82
745.6	0	0	761.92
745.7	0	0	762.02
745.8	0	0	762.12
745.9	0	0	762.22
746	0	0	762.32
746.1	0	0	762.42
746.2	0	0	762.52
746.3	0	0	762.62
746.4	0	0	762.72
746.5	0	0	762.82
746.6	0	0	762.92
746.7	0	0	763.02
746.8	0	0	763.12
746.9	0	0	763.22
747	0	0	763.32
747.1	0	0	763.42
747.2	0	0	763.52
747.3	0	0	763.62
747.4	0	0	763.72
747.5	0	0	763.82
747.6	0	0	763.92
747.7	0	0	764.02
747.8	0	0	764.12
747.9	0	0	764.22
748	0	0	764.32
748.1	0	0	764.42
748.2	0	0	764.52
748.3	0	0	764.62
748.4	0	0	764.72
748.5	0	0	764.82
748.6	0	0	764.92
748.7	0	0	765.02
748.8	0	0	765.12
748.9	0	0	765.22
749	0	0	765.32
749.1	0	0	765.42
749.2	0	0	765.52
749.3	0	0	765.62
749.4	0	0	765.72
749.5	0	0	765.82
749.6	0	0	765.92
749.7	0	0	766.02
749.8	0	0	766.12
749.9	0	0	766.22
750	0	0	766.32
750.1	0	0	766.42
750.2	0	0	766.52
750.3	0	0	766.62
750.4	0	0	766.72
750.5	0	0	766.82
750.6	0	0	766.92
750.7	0	0	767.02
750.8	0	0	767.12
750.9	0	0	767.22
751	0	0	767.32
751.1	0	0	767.42
751.2	0	0	767.52
751.3	0	0	767.62
751.4	0	0	767.72
751.5	0	0	767.82
751.6	0	0	767.92
751.7	0	0	768.02
751.8	0	0	768.12
751.9	0	0	768.22
752	0	0	768.32
752.1	0	0	768.42
752.2	0	0	768.52
752.3	0	0	768.62
752.4	0	0	768.72
752.5	0	0	768.82
752.6	0	0	768.92
752.7	0	0	769.02
752.8	0	0	769.12
752.9	0	0	769.22
753	0	0	769.32
753.1	0	0	769.42
753.2	0	0	769.52
753.3	0	0	769.62
753.4	0	0	769.72
753.5	0	0	769.82
753.6	0	0	769.92
753.7	0	0	770.02
753.8	0	0	770.12
753.9	0	0	770.22
754	0	0	770.32
754.1	0	0	770.42
754.2	0	0	770.52
754.3	0	0	770.62
754.4	0	0	770.72
754.5	0	0	770.82
754.6	0	0	770.92
754.7	0	0	771.02
754.8	0	0	771.12
754.9	0	0	771.22
755	0	0	771.32
755.1	0	0	771.42
755.2	0	0	771.52
755.3	0	0	771.62
755.4	0	0	771.72
755.5	0	0	771.82
755.6	0	0	771.92
755.7	0	0	772.02
755.8	0	0	772.12
755.9	0	0	772.22
756	0	0	772.32
756.1	0	0	772.42
756.2	0	0	772.52
756.3	0	0	772.62
756.4	0	0	772.72
756.5	0	0	772.82
756.6	0	0	772.92
756.7	0	0	773.02
756.8	0	0	773.12
756.9	0	0	773.22
757	0	0	773.32
757.1	0	0	773.42
757.2	0	0	773.52
757.3	0	0	773.62
757.4	0	0	773.72
757.5	0	0	773.82
757.6	0	0	773.92
757.7	0	0	774.02
757.8	0	0	774.12
757.9	0	0	774.22
758	0	0	774.32
758.1	0	0	774.42
758.2	0	0	774.52
758.3	0	0	774.62
758.4	0	0	774.72
758.5	0	0	774.82
758.6	0	0	774.92
758.7	0	0	775.02
758.8	0	0	775.12
758.9	0	0	775.22
759	0	0	775.32
759.1	0	0	775.42
759.2	0	0	775.52
759.3	0	0	775.62
759.4	0	0	775.72
759.5	0	0	775.82
759.6	0	0	775.92
759.7	0	0	776.02
759.8	0	0	776.12
759.9	0	0	776.22
760	0	0	776.32
760.1	0	0	776.42
760.2	0	0	776.52
760.3	0	0	776.62
760.4	0	0	776.72
760.5	0	0	776.82
760.6	0	0	776.92
760.7	0	0	777.02
760.8	0	0	777.12
760.9	0	0	777.22
761	0	0	777.32
761.1	0	0	777.42
761.2	0	0	777.52
761.3	0	0	777.62
761.4	0	0	777.72
761.5	0	0	777.82
761.6	0	0	777.92
761.7	0	0	778.02
761.8	0	0	778.12
761.9	0	0	778.22
762	0	0	778.32
762.1	0	0	778.42
762.2	0	0	778.52
762.3	0	0	778.62
762.4	0	0	778.72
762.5	0	0	778.82
762.6	0	0	778.92
762.7	0	0	779.02
762.8	0	0	779.12
762.9	0	0	779.22
763	0	0	779.32
763.1	0	0	779.42
763.2	0	0	779.52
763.3	0	0	779.62
763.4	0	0	779.72
763.5	0	0	779.82
763.6	0	0	779.92
763.7	0	0	780.02
763.8	0	0	780.12
763.9	0	0	780.22
764	0	0	780.32
764.1	0	0	780.42
764.2	0	0	780.52
764.3	0	0	780.62
764.4	0	0	780.72
764.5	0	0	780.82
764.6	0	0	780.92
764.7	0	0	781.02
764.8	0	0	781.12
764.9	0	0	781.22
765	0	0	781.32
765.1	0	0	781.42
765.2	0	0	781.52
765.3	0	0	781.62
765.4	0	0	781.72
765.5	0	0	781.82
765.6	0	0	781.92
765.7	0	0	782.02
765.8	0	0	782.12
765.9	0	0	782.22
766	0	0	782.32
766.1	0	0	782.42
766.2	0	0	782.52
766.3	0	0	782.62
766.4	0	0	782.72
766.5	0	0	782.82
766.6	0	0	782.92
766.7	0	0	783.02
766.8	0	0	783.12
766.9	0	0	783.22
767	0	0	783.32
767.1	0	0	783.42
767.2	0	0	783.52
767.3	0	0	783.62
767.4	0	0	783.72
767.5	0	0	783.82
767.6	0	0	783.92
767.7	0	0	784.02
767.8	0	0	784.12
767.9	0	0	784.22
768	0	0	784.32
768.1	0	0	784.42
768.2	0	0	784.52
768.3	0	0	784.62
768.4	0	0	784.72
768.5	0	0	784.82
768.6	0	0	784.92
768.7	0	0	785.02
768.8	0	0	785.12
768.9	0	0	785.22
769	0	0	785.32
769.1	0	0	785.42
769.2	0	0	785.52
769.3	0	0	785.62
769.4	0	0	785.72
769.5	0	0	785.82
769.6	0	0	785.92
769.7	0	0	786.02
769.8	0	0	786.12
769.9	0	0	786.22
770	0	0	786.32
770.1	0	0	786.42
770.2	0	0	786.52
770.3	0	0	786.62
770.4	0	0	786.72
770.5	0	0	786.82
770.6	0	0	786.92
770.7	0	0	787.02
770.8	0	0	787.12
770.9	0	0	787.22
771	0	0	787.32
771.1	0	0	787.42
771.2	0	0	787.52
771.3	0	0	787.62
771.4	0	0	787.72
771.5	0	0	787.82
771.6	0	0	787.92
771.7	0	0	788.02
771.8	0	0	788.12
771.9	0	0	788.22
772	0	0	788.32
772.1	0	0	788.42
772.2	0	0	788.52
772.3	0	0	788.62
772.4	0	0	788.72
772.5	0	0	788.82
772.6	0	0	788.92
772.7	0	0	789.02
772.8	0	0	789.12
772.9	0	0	789.22
773	0	0	789.32
773.1	0	0	789.42
773.2	0	0	789.52
773.3	0	0	789.62
773.4	0	0	789.72
773.5	0	0	789.82
773.6	0	0	789.92
773.7	0	0	790.02
773.8	0	0	790.12
773.9	0	0	790.22
774	0	0	790.32
774.1	0	0	790.42
774.2	0	0	790.52
774.3	0	0	790.62
774.4	0	0	790.72
774.5	0	0	790.82
774.6	0	0	790.92
774.7	0	0	791.02
774.8	0	0	791.12
774.9	0	0	791.22
775	0	0	791.32
775.1	0	0	791.42
775.2	0	0	791.52
775.3	0	0	791.62
775.4	0	0	791.72
775.5	0	0	791.82
775.6	0	0	791.92
775.7	0	0	792.02
775.8	0	0	792.12
775.9	0	0	792.22
776	0	0	792.32
776.1	0	0	792.42
776.2	0	0	792.52
776.3	0	0	792.62
776.4	0	0	792.72
776.5	0	0	792.82
776.6	0	0	792.92
776.7	0	0	793.02
776.8	0	0	793.12
776.9	0	0	793.22
777	0	0	793.32
777.1	0	0	793.42
777.2	0	0	793.52
777.3	0	0	793.62
777.4	0	0	793.72
777.5	0	0	793.82
777.6	0	0	793.92
777.7	0	0	794.02
777.8	0	0	794.12
777.9	0	0	794.22
778	0	0	794.32
778.1	0	0	794.42
778.2	0	0	794.52
778.3	0	0	794.62
778.4	0	0	794.72
778.5	0	0	794.82
778.6	0	0	794.92
778.7	0	0	795.02
778.8	0	0	795.12
778.9	0	0	795.22
779	0	0	795.32
779.1	0	0	795.42
779.2	0	0	795.52
779.3	0	0	795.62
779.4	0	0	795.72
779.5	0	0	795.82
779.6	0	0	795.92
779.7	0	0	796.02
779.8	0	0	796.12
779.9	0	0	796.22
780	0	0	796.32
780.1	0	0	796.42
780.2	0	0	796.52
780.3	0	0	796.62
780.4	0	0	796.72
780.5	0	0	796.82
780.6	0	0	796.92
780.7	0	0	797.02
780.8	0	0	797.12
780.9	0	0	797.22
781	0	0	797.32
781.1	0	0	797.42
781.2	0	0	797.52
781.3	0	0	797.62
781.4	0	0	797.72
781.5	0	0	797.82
781.6	0	0	797.92
781.7	0	0	798.02
781.8	0	0	798.12
781.9	0	0	798.22
782	0	0	798.32
782.1	0	0	798.42
782.2	0	0	798.52
782.3	0	0	798.62
782.4	0	0	798.72
782.5	0	0	798.82
782.6	0	0	798.92
782.7	0	0	799.02
782.8	0	0	799.12
782.9	0	0	799.22
783	0	0	799.32
783.1	0	0	799.42
783.2	0	0	799.52
783.3	0	0	799.62
783.4	0	0	799.72
783.5	0	0	799.82
783.6	0	0	799.92
783.7	0	0	800.02
783.8	0	0	800.12
783.9	0	0	800.22
784	0	0	800.32
784.1	0	0	800.42
784.2	0	0	800.52
784.3	0	0	800.62
784.4	0	0	800.72
784.5	0	0	800.82
784.6	0	0	800.92
784.7	0	0	801.02
784.8	0	0	801.12
784.9	0	0	801.22
785	0	0	801.32
785.1	0	0	801.42
785.2	0	0	801.52
785.3	0	0	801.62
785.4	0	0	801.72
785.5	0	0	801.82
785.6	0	0	801.92
785.7	0	0	802.02
785.8	0	0	802.12
785.9	0	0	802.22
786	0	0	802.32
786.1	0	0	802.42
786.2	0	0	802.52
786.3	0	0	802.62
786.4	0	0	802.72
786.5	0	0	802.82
786.6	0	0	802.92
786.7	0	0	803.02
786.8	0	0	803.12
786.9	0	0	803.22
787	0	0	803.32
787.1	0	0	803.42
787.2	0	0	803.52
787.3	0	0	803.62
787.4	0	0	803.72
787.5	0	0	803.82
787.6	0	0	803.92
787.7	0	0	804.02
787.8	0	0	804.12
787.9	0	0	804.22
788	0	0	804.32
788.1	0	0	804.42
788.2	0	0	804.52
788.3	0	0	804.62
788.4	0	0	804.72
788.5	0	0	804.82
788.6	0	0	804.92
788.7	0	0	805.02
788.8	0	0	805.12
788.9	0	0	805.22
789	0	0	805.32
789.1	0	0	805.42
789.2	0	0	805.52
789.3	0	0	805.62
789.4	0	0	805.72
789.5	0	0	805.82
789.6	0	0	805.92
789.7	0	0	806.02
789.8	0	0	806.12
789.9	0	0	806.22
790	0	0	806.32
790.1	0	0	806.42
790.2	0	0	806.52
790.3	0	0	806.62
790.4	0	0	806.72
790.5	0	0	806.82
790.6	0	0	806.92
790.7	0	0	807.02
790.8	0	0	807.12
790.9	0	0	807.22
791	0	0	807.32
791.1	0	0	807.42
791.2	0	0	807.52
791.3	0	0	807.62
791.4	0	0	807.72
791.5	0	0	807.82
791.6	0	0	807.92
791.7	0	0	808.02
791.8	0	0	808.12
791.9	0	0	808.22
792	0	0	808.32
792.1	0	0	808.42
792.2	0	0	808.52
792.3	0	0	808.62
792.4	0	0	808.72
792.5	0	0	808.82
792.6	0	0	808.92
792.7	0	0	809.02
792.8	0	0	809.12
792.9	0	0	809.22
793	0	0	809.32
793.1	0	0	809.42
793.2	0	0	809.52
793.3	0	0	809.62
793.4	0	0	809.72
793.5	0	0	809.82
793.6	0	0	809.92
793.7	0	0	810.02
793.8	0	0	810.12
793.9	0	0	810.22
794	0	0	810.32
794.1	0	0	810.42
794.2	0	0	810.52
794.3	0	0	810.62
794.4	0	0	810.72
794.5	0	0	810.82
794.6	0	0	810.92
794.7	0	0	811.02
794.8	0	0	811.12
794.9	0	0	811.22
795	0	0	811.32
795.1	0	0	811.42
795.2	0	0	811.52
795.3	0	0	811.62
795.4	0	0	811.72
795.5	0	0	811.82
795.6	0	0	811.92
795.7	0	0	812.02
795.8	0	0	812.12
795.9	0	0	812.22
796	0	0	812.32
796.1	0	0	812.42
796.2	0	0	812.52
796.3	0	0	812.62
796.4	0	0	812.72
796.5	0	0	812.82
796.6	0	0	812.92
796.7	0	0	813.02
796.8	0	0	813.12
796.9	0	0	813.22
797	0	0	813.32
797.1	0	0	813.42
797.2	0	0	813.52
797.3	0	0	813.62
797.4	0	0	813.72
797.5	0	0	813.82
797.6	0	0	813.92
797.7	0	0	814.02
797.8	0	0	814.12
797.9	0	0	814.22
798	0	0	814.32
798.1	0	0	814.42
798.2	0	0	814.52
798.3	0	0	814.62
798.4	0	0	814.72
798.5	0	0	814.82
798.6	0	0	814.92
798.7	0	0	815.02
798.8	0	0	815.12
798.9	0	0	815.22
799	0	0	815.32
799.1	0	0	815.42
799.2	0	0	815.52
799.3	0	0	815.62
799.4	0	0	815.72
799.5	0	0	815.82
799.6	0	0	815.92
799.7	0	0	816.02
799.8	0	0	816.12
799.9	0	0	816.22
800	0	0	816.32
800.1	0	0	816.42
800.2	0	0	816.52
800.3	0	0	816.62
800.4	0	0	816.72
800.5	0	0	816.82
800.6	0	0	816.92
800.7	0	0	817.02
800.8	0	0	817.12
800.9	0	0	817.22
801	0	0	817.32
801.1	0	0	817.42
801.2	0	0	817.52
801.3	0	0	817.62
801.4	0	0	817.72
801.5	0	0	817.82
801.6	0	0	817.92
801.7	0	0	818.02
801.8	0	0	818.12
801.9	0	0	818.22
802	0	0	818.32
802.1	0	0	818.42
802.2	0	0	818.52
802.3	0	0	818.62
802.4	0	0	818.72
802.5	0	0	818.82
802.6	0	0	818.92
802.7	0	0	819.02
802.8	0	0	819.12
802.9	0	0	819.22
803	0	0	819.32
803.1	0	0	819.42
803.2	0	0	819.52
803.3	0	0	819.62
803.4	0	0	819.72
803.5	0	0	819.82
803.6	0	0	819.92
803.7	0	0	820.02
803.8	0	0	820.12
803.9	0	0	820.22
804	0	0	820.32
804.1	0	0	820.42
804.2	0	0	820.52
804.3	0	0	820.62
804.4	0	0	820.72
804.5	0	0	820.82
804.6	0	0	820.92
804.7	0	0	821.02
804.8	0	0	821.12
804.9	0	0	821.22
805	0	0	821.32
805.1	0	0	821.42
805.2	0	0	821.52
805.3	0	0	821.62
805.4	0	0	821.72
805.5	0	0	821.82
805.6	0	0	821.92
805.7	0	0	822.02
805.8	0	0	822.12
805.9	0	0	822.22
806	0	0	822.32
806.1	0	0	822.42
806.2	0	0	822.52
806.3	0	0	822.62
806.4	0	0	822.72
806.5	0	0	822.82
806.6	0	0	822.92
806.7	0	0	823.02
806.8	0	0	823.12
806.9	0	0	823.22
807	0	0	823.32
807.1	0	0	823.42
807.2	0	0	823.52
807.3	0	0	823.62
807.4	0	0	823.72
807.5	0	0	823.82
807.6	0	0	823.92
807.7	0	0	824.02
807.8	0	0	824.12
807.9	0	0	824.22
808	0	0	824.32
808.1	0	0	824.42
808.2	0	0	824.52
808.3	0	0	824.62
808.4	0	0	824.72
808.5	0	0	824.82
808.6	0	0	824.92
808.7	0	0	825.02
808.8	0	0	825.12
808.9	0	0	825.22
809	0	0	825.32
809.1	0	0	825.42
809.2	0	0	825.52
809.3	0	0	825.62
809.4	0	0	825.72
809.5	0	0	825.82
809.6	0	0	825.92
809.7	0	0	826.02
809.8	0	0	826.12
809.9	0	0	826.22
810	0	0	826.32
810.1	0	0	826.42
810.2	0	0	826.52
810.3	0	0	826.62
810.4	0	0	826.72
810.5	0	0	826.82
810.6	0	0	826.92
810.7	0	0	827.02
810.8	0	0	827.12
810.9	0	0	827.22
811	0	0	827.32
811.1	0	0	827.42
811.2	0	0	827.52
811.3	0	0	827.62
811.4	0	0	827.72
811.5	0	0	827.82
811.6	0	0	827.92
811.7	0	0	828.02
811.8	0	0	828.12
811.9	0	0	828.22
812	0	0	828.32
812.1	0	0	828.42
812.2	0	0	828.52
812.3	0.0695	0.00695	828.62
812.4	0.139	0.02085	828.72
812.5	0.2085	0.0417	828.82
812.6	0.278	0.0695	828.92
812.7	0.3475	0.10425	829.02
812.8	0.417	0.14595	829.12
812.9	0.4865	0.1946	829.22
813	0.556	0.2502	829.32
813.1	0.6255	0.31275	829.42
813.2	0.6255	0.3753	829.52
813.3	0.6255	0.43785	829.62
813.4	0.6255	0.5004	829.72
813.5	0.6255	0.56295	829.82
813.6	0.6255	0.6255	829.92
813.7	0.6255	0.68805	830.02
813.8	0.6255	0.7506	830.12
813.9	0.556	0.8062	830.22
814	0.4865	0.85485	830.32
814.1	0.417	0.89655	830.42
814.2	0.3475	0.9313	830.52
814.3	0.278	0.9591	830.62
814.4	0.2085	0.976	830.72
814.5	0.139	0.976	830.82
814.6	0.0695	0.976	830.92
814.7	0	0.976	831.02
814.8	0	0.976	831.12
814.9	0	0.976	831.22
815	0	0.976	831.32
815.1	0	0.976	831.42
815.2	0	0.976	831.52
815.3	0	0.976	831.62
815.4	0	0.976	831.72
815.5	0	0.976	831.82
815.6	0	0.976	831.92
815.7	0	0.976	832.02
815.8	0	0.976	832.12
815.9	0	0.976	832.22
816	0	0.976	832.32
816.1	0	0.976	832.42
816.2	0	0.976	832.52
816.3	0	0.976	832.62
816.4	-0.0695	0.96905	832.72
816.5	-0.139	0.95515	832.82
816.6	-0.2085	0.9343	832.92
816.7	-0.278	0.9065	833.02
816.8	-0.3475	0.87175	833.12
816.9	-0.417	0.83005	833.22
817	-0.4865	0.7814	833.32
817.1	-0.556	0.7258	833.42
817.2	-0.556	0.6702	833.52
817.3	-0.556	0.6146	833.62
817.4	-0.556	0.559	833.72
817.5	-0.556	0.5034	833.82
817.6	-0.556	0.4478	833.92
817.7	-0.556	0.3922	834.02
817.8	-0.556	0.3366	834.12
817.9	-0.556	0.281	834.22
818	-0.4865	0.23235	834.32
818.1	-0.417	0.19065	834.42
818.2	-0.3475	0.1559	834.52
818.3	-0.278	0.1281	834.62
818.4	-0.2085	0.10725	834.72
818.5	-0.139	0.09335	834.82
818.6	-0.0695	0.0864	834.92
818.7	0	0	835.02
818.8	0	0	835.12
818.9	0	0	835.22
819	0	0	835.32
819.1	0	0	835.42
819.2	0	0	835.52
819.3	0	0	835.62
819.4	0	0	835.72
819.5	0	0	835.82
819.6	0	0	835.92
819.7	0	0	836.02
819.8	0	0	836.12
819.9	0	0	836.22
820	0	0	836.32
820.1	0	0	836.42
820.2	0	0	836.52
820.3	0	0	836.62
820.4	0	0	836.72
820.5	0	0	836.82
820.6	0	0	836.92
820.7	0	0	837.02
820.8	0	0	837.12
820.9	0	0	837.22
821	0	0	837.32
821.1	0	0	837.42
821.2	0	0	837.52
821.3	0	0	837.62
821.4	0	0	837.72
821.5	0	0	837.82
821.6	0	0	837.92
821.7	0	0	838.02
821.8	0	0	838.12
821.9	0	0	838.22
822	0	0	838.32
822.1	0	0	838.42
822.2	0	0	838.52
822.3	0	0	838.62
822.4	0	0	838.72
822.5	0	0	838.82
822.6	0	0	838.92
822.7	0	0	839.02
822.8	0	0	839.12
822.9	0	0	839.22
823	0	0	839.32
823.1	0	0	839.42
823.2	0	0	839.52
823.3	0	0	839.62
823.4	0	0	839.72
823.5	0	0	839.82
823.6	0	0	839.92
823.7	0	0	840.02
823.8	0	0	840.12
823.9	0	0	840.22
824	0	0	840.32
824.1	0	0	840.42
824.2	0	0	840.52
824.3	0	0	840.62
824.4	0	0	840.72
824.5	0	0	840.82
824.6	0	0	840.92
824.7	0	0	841.02
824.8	0	0	841.12
824.9	0	0	841.22
825	0	0	841.32
825.1	0	0	841.42
825.2	0	0	841.52
825.3	0	0	841.62
825.4	0	0	841.72
825.5	0	0	841.82
825.6	0	0	841.92
825.7	0	0	842.02
