timestamp(s),accel(m/s2),events,average_time_between_events,normalized_average_time_between_events
193.77,-0.00981,-,6.083625,0.977603246
193.869,-0.004905,-,6.083625,0.977603246
193.967,-0.014715,-,6.083625,0.977603246
194.081,-0.00981,-,6.083625,0.977603246
194.165,-0.00981,-,6.083625,0.977603246
194.301,-0.014715,-,6.083625,0.977603246
194.363,-0.00981,-,6.083625,0.977603246
194.462,-0.014715,-,6.083625,0.977603246
194.56,-0.014715,-,6.083625,0.977603246
194.659,-0.033354,-,6.083625,0.977603246
194.759,-0.004905,-,6.083625,0.977603246
194.882,-0.00981,-,6.083625,0.977603246
194.955,-0.00981,-,6.083625,0.977603246
195.054,0,-,6.083625,0.977603246
195.152,-0.00981,-,6.083625,0.977603246
195.252,-0.014715,-,6.083625,0.977603246
195.351,-0.014715,-,6.083625,0.977603246
195.448,-0.00981,-,6.083625,0.977603246
195.548,-0.01962,-,6.083625,0.977603246
195.646,-0.014715,-,6.083625,0.977603246
