window_start,window_end,mad_timestamp(s),mad_accel(m/s2),low,init_gap,cont_gap,frechet_euclidean,frechet_manhattan,frechet_lca_euclidean,frechet_lca_manhattan,mean_length_gaps_mean,mean_length_gaps_std,number_of_gaps,number_of_groups_of_gaps,p2p_mean_euclidean_mean,p2p_mean_euclidean_std,p2p_mean_euclidean_max,p2p_mean_manhattan_mean,p2p_mean_manhattan_std,p2p_mean_manhattan_max,p2p_mean_lca_euclidean_mean,p2p_mean_lca_euclidean_std,p2p_mean_lca_euclidean_max,p2p_mean_lca_manhattan_mean,p2p_mean_lca_manhattan_std,p2p_mean_lca_manhattan_max,percentage_gaps,percentage_gaps_lca,percentage_matched_snapshots,percentage_matched_snapshots_lca,percentage_mismatched_snapshots,percentage_mismatched_snapshots_lca
330,390,0.14,0.14,200,-1.0,-0.1,0.0284490000000001,0.0284490000000001,0.0,0.0,0.0,0.0,0,0,0.009743491525423318,0.006541878500685042,0.0284490000000001,0.009743491525423318,0.006541878500685042,0.0284490000000001,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666714,100.0,98.33333333333333,0.0,0.0,0.0
335,395,0.14,0.14,200,-1.0,-0.1,0.0284490000000001,0.0284490000000001,0.0,0.0,0.0,0.0,0,0,0.009244677966101286,0.006580012831476536,0.0284490000000001,0.009244677966101286,0.006580012831476536,0.0284490000000001,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666714,100.0,98.33333333333333,0.0,0.0,0.0
340,400,0.14,0.14,200,-1.0,-0.1,0.1147770000000004,0.1147770000000004,0.1147770000000004,0.1147770000000004,0.0,0.0,0,0,0.011022872727272327,0.015631168754132507,0.1147770000000004,0.011022872727272327,0.015631168754132507,0.1147770000000004,0.1147770000000004,0.0,0.1147770000000004,0.1147770000000004,0.0,0.1147770000000004,1.6666666666666758,0.0,91.66666666666666,20.0,6.666666666666667,80.0
345,405,0.14,0.14,200,-1.0,-0.1,0.1147770000000004,0.1147770000000004,0.1147770000000004,0.1147770000000004,0.0,0.0,0,0,0.011065679999999616,0.01625033532508186,0.1147770000000004,0.011065679999999616,0.01625033532508186,0.1147770000000004,0.1147770000000004,0.0,0.1147770000000004,0.1147770000000004,0.0,0.1147770000000004,1.6666666666666572,0.0,83.33333333333334,10.0,15.0,90.0
350,410,0.14,0.14,200,-1.0,-0.1,0.1147770000000004,0.1147770000000004,0.1147770000000004,0.1147770000000004,0.0,0.0,0,0,0.0105729999999996,0.016962305291439706,0.1147770000000004,0.0105729999999996,0.016962305291439706,0.1147770000000004,0.1147770000000004,0.0,0.1147770000000004,0.1147770000000004,0.0,0.1147770000000004,1.6666666666666679,0.0,75.0,6.666666666666667,23.333333333333332,93.33333333333333
355,415,0.14,0.14,200,-1.0,-0.1,0.1245869999999993,0.1245869999999993,0.1245869999999993,0.1245869999999993,0.0,0.0,0,0,0.0129922682926825,0.02485420624854261,0.1245869999999993,0.0129922682926825,0.02485420624854261,0.1245869999999993,0.11968199999999984,0.0049049999999994445,0.1245869999999993,0.11968199999999984,0.0049049999999994445,0.1245869999999993,1.6666666666666714,0.0,68.33333333333333,10.0,30.0,90.0
360,420,0.14,0.14,200,-1.0,-0.1,0.1245869999999993,0.1245869999999993,0.1245869999999993,0.1245869999999993,0.0,0.0,0,0,0.01426039024390197,0.025956717219697167,0.1245869999999993,0.01426039024390197,0.025956717219697167,0.1245869999999993,0.11968199999999984,0.0049049999999994445,0.1245869999999993,0.11968199999999984,0.0049049999999994445,0.1245869999999993,1.6666666666666714,0.0,68.33333333333333,10.0,30.0,90.0
365,425,0.14,0.14,200,-1.0,-0.1,0.1245869999999993,0.1245869999999993,0.1245869999999993,0.1245869999999993,0.0,0.0,0,0,0.016246317073170258,0.02615755127593421,0.1245869999999993,0.016246317073170258,0.02615755127593421,0.1245869999999993,0.11968199999999984,0.0049049999999994445,0.1245869999999993,0.11968199999999984,0.0049049999999994445,0.1245869999999993,1.6666666666666714,0.0,68.33333333333333,10.0,30.0,90.0
370,430,0.14,0.14,200,-1.0,-0.1,0.1245869999999993,0.1245869999999993,0.1245869999999993,0.1245869999999993,0.0,0.0,0,0,0.01926109756097517,0.0268411038492113,0.1245869999999993,0.01926109756097517,0.0268411038492113,0.1245869999999993,0.11968199999999984,0.0049049999999994445,0.1245869999999993,0.11968199999999984,0.0049049999999994445,0.1245869999999993,1.6666666666666714,0.0,68.33333333333333,10.0,30.0,90.0
375,435,0.14,0.14,200,-1.0,-0.1,0.1245869999999993,0.1245869999999993,0.1245869999999993,0.1245869999999993,0.0,0.0,0,0,0.025793121951219126,0.03233000749677049,0.1245869999999993,0.025793121951219126,0.03233000749677049,0.1245869999999993,0.11968199999999986,0.004004915729450042,0.1245869999999993,0.11968199999999986,0.004004915729450042,0.1245869999999993,1.6666666666666714,1.4210854715202004e-14,68.33333333333333,14.285714285714285,30.0,85.71428571428571
380,440,0.14,0.14,200,-1.0,-0.1,0.1343970000000004,0.1343970000000004,0.1343970000000004,0.1343970000000004,0.0,0.0,0,0,0.03230121951219479,0.03653220191564542,0.1343970000000004,0.03230121951219479,0.03653220191564542,0.1343970000000004,0.12336074999999999,0.007254592834025921,0.1343970000000004,0.12336074999999999,0.007254592834025921,0.1343970000000004,1.6666666666666714,-1.4210854715202004e-14,68.33333333333333,18.181818181818183,30.0,81.81818181818183
385,445,0.14,0.14,200,-1.0,-0.1,0.1343970000000004,0.1343970000000004,0.1343970000000004,0.1343970000000004,0.0,0.0,0,0,0.0345981951219509,0.035656659785850545,0.1343970000000004,0.0345981951219509,0.035656659785850545,0.1343970000000004,0.12336074999999999,0.007254592834025921,0.1343970000000004,0.12336074999999999,0.007254592834025921,0.1343970000000004,1.6666666666666714,-1.4210854715202004e-14,68.33333333333333,18.181818181818183,30.0,81.81818181818183
390,450,0.14,0.14,200,-1.0,-0.1,0.1343970000000004,0.1343970000000004,0.1343970000000004,0.1343970000000004,0.0,0.0,0,0,0.038772474999999716,0.036010422194822846,0.1343970000000004,0.038772474999999716,0.036010422194822846,0.1343970000000004,0.12336074999999999,0.007254592834025921,0.1343970000000004,0.12336074999999999,0.007254592834025921,0.1343970000000004,1.6666666666666785,-1.4210854715202004e-14,66.66666666666666,18.181818181818183,31.666666666666664,81.81818181818183
395,455,0.14,0.14,200,-1.0,-0.1,0.1343970000000004,0.1343970000000004,0.1343970000000004,0.1343970000000004,0.0,0.0,0,0,0.0406116285714283,0.03421883565864687,0.1343970000000004,0.0406116285714283,0.03421883565864687,0.1343970000000004,0.12622199999999986,0.006117609827375674,0.1343970000000004,0.12622199999999986,0.006117609827375674,0.1343970000000004,1.6666666666666643,4.5454545454545325,58.333333333333336,13.636363636363635,40.0,81.81818181818183
400,460,0.14,0.14,200,-1.0,-0.1,0.1343970000000004,0.1343970000000004,0.1343970000000004,0.1343970000000004,0.0,0.0,0,0,0.0406116285714283,0.03421883565864687,0.1343970000000004,0.0406116285714283,0.03421883565864687,0.1343970000000004,0.12622199999999986,0.006117609827375674,0.1343970000000004,0.12622199999999986,0.006117609827375674,0.1343970000000004,1.6666666666666643,5.882352941176464,58.333333333333336,17.647058823529413,40.0,76.47058823529412
405,465,0.14,0.14,200,-1.0,-0.1,0.1343970000000004,0.1343970000000004,0.1343970000000004,0.1343970000000004,0.0,0.0,0,0,0.0406116285714283,0.03421883565864687,0.1343970000000004,0.0406116285714283,0.03421883565864687,0.1343970000000004,0.12622199999999986,0.006117609827375674,0.1343970000000004,0.12622199999999986,0.006117609827375674,0.1343970000000004,1.6666666666666643,8.333333333333343,58.333333333333336,25.0,40.0,66.66666666666666
410,470,0.14,0.14,200,-1.0,-0.1,0.1245869999999993,0.1245869999999993,0.1343970000000004,0.1343970000000004,0.0,0.0,0,0,0.04254757894736814,0.035810113573382,0.1343970000000004,0.04254757894736814,0.035810113573382,0.1343970000000004,0.12622199999999986,0.006117609827375674,0.1343970000000004,0.12622199999999986,0.006117609827375674,0.1343970000000004,1.6666666666666714,14.285714285714292,63.33333333333333,42.857142857142854,35.0,42.857142857142854
415,475,0.14,0.14,200,-1.0,-0.1,0.1196819999999999,0.1196819999999999,0.1343970000000004,0.1343970000000004,0.0,0.0,0,0,0.042688390243902204,0.034009448167064006,0.1343970000000004,0.042688390243902204,0.034009448167064006,0.1343970000000004,0.12131700000000002,0.010078816894854532,0.1343970000000004,0.12131700000000002,0.010078816894854532,0.1343970000000004,1.6666666666666714,0.0,68.33333333333333,100.0,30.0,0.0
420,480,0.14,0.14,200,-1.0,-0.1,0.1196819999999999,0.1196819999999999,0.1343970000000004,0.1343970000000004,0.0,0.0,0,0,0.044100073170731516,0.032890680297149436,0.1343970000000004,0.044100073170731516,0.032890680297149436,0.1343970000000004,0.12131700000000002,0.010078816894854532,0.1343970000000004,0.12131700000000002,0.010078816894854532,0.1343970000000004,1.6666666666666714,0.0,68.33333333333333,100.0,30.0,0.0
425,485,0.14,0.14,200,-1.0,-0.1,0.1196819999999999,0.1196819999999999,0.1343970000000004,0.1343970000000004,0.0,0.0,0,0,0.047593390243902314,0.03239143368153507,0.1343970000000004,0.047593390243902314,0.03239143368153507,0.1343970000000004,0.12131700000000002,0.010078816894854532,0.1343970000000004,0.12131700000000002,0.010078816894854532,0.1343970000000004,1.6666666666666714,0.0,68.33333333333333,100.0,30.0,0.0
430,490,0.14,0.14,200,-1.0,-0.1,0.1196819999999999,0.1196819999999999,0.1343970000000004,0.1343970000000004,0.0,0.0,0,0,0.048765804878048685,0.03156120525939011,0.1343970000000004,0.048765804878048685,0.03156120525939011,0.1343970000000004,0.12131700000000002,0.010078816894854532,0.1343970000000004,0.12131700000000002,0.010078816894854532,0.1343970000000004,1.6666666666666714,0.0,68.33333333333333,100.0,30.0,0.0
435,495,0.14,0.14,200,-1.0,-0.1,0.1098719999999998,0.1098719999999998,0.1098719999999998,0.1098719999999998,0.0,0.0,0,0,0.0396736097560974,0.027449916845472044,0.128571,0.0396736097560974,0.027449916845472044,0.128571,0.1098719999999998,0.0,0.1098719999999998,0.1098719999999998,0.0,0.1098719999999998,1.6666666666666714,50.0,68.33333333333333,50.0,30.0,0.0
440,500,0.14,0.14,200,-1.0,-0.1,0.1098719999999998,0.1098719999999998,0.1098719999999998,0.1098719999999998,0.0,0.0,0,0,0.03936256097560966,0.027329241841151514,0.128571,0.03936256097560966,0.027329241841151514,0.128571,0.1098719999999998,0.0,0.1098719999999998,0.1098719999999998,0.0,0.1098719999999998,1.6666666666666714,0.0,68.33333333333333,100.0,30.0,0.0
445,505,0.14,0.14,200,-1.0,-0.1,0.1098719999999998,0.1098719999999998,0.1098719999999998,0.1098719999999998,0.0,0.0,0,0,0.04043926829268287,0.027296742535957853,0.128571,0.04043926829268287,0.027296742535957853,0.128571,0.1098719999999998,0.0,0.1098719999999998,0.1098719999999998,0.0,0.1098719999999998,1.6666666666666714,0.0,68.33333333333333,100.0,30.0,0.0
450,510,0.14,0.14,200,-1.0,-0.1,0.128571,0.128571,0.1098719999999998,0.1098719999999998,0.0,0.0,0,0,0.03849137209302318,0.025913769087623505,0.128571,0.03849137209302318,0.025913769087623505,0.128571,0.1098719999999998,0.0,0.1098719999999998,0.1098719999999998,0.0,0.1098719999999998,1.6666666666666607,0.0,71.66666666666667,100.0,26.666666666666668,0.0
455,515,0.14,0.14,200,-1.0,-0.1,0.128571,0.128571,0.1098719999999998,0.1098719999999998,0.0,0.0,0,0,0.037690541666666584,0.0250680035095858,0.128571,0.037690541666666584,0.0250680035095858,0.128571,0.1098719999999998,0.0,0.1098719999999998,0.1098719999999998,0.0,0.1098719999999998,1.6666666666666679,0.0,80.0,100.0,18.333333333333332,0.0
460,520,0.14,0.14,200,-1.0,-0.1,0.128571,0.128571,0.1098719999999998,0.1098719999999998,0.0,0.0,0,0,0.04065015094339615,0.026034238184096753,0.128571,0.04065015094339615,0.026034238184096753,0.128571,0.1098719999999998,0.0,0.1098719999999998,0.1098719999999998,0.0,0.1098719999999998,1.6666666666666714,0.0,88.33333333333333,100.0,10.0,0.0
465,525,0.14,0.14,200,-1.0,-0.1,0.128571,0.128571,0.1098719999999998,0.1098719999999998,0.0,0.0,0,0,0.03878646551724128,0.02588680926397671,0.128571,0.03878646551724128,0.02588680926397671,0.128571,0.1098719999999998,0.0,0.1098719999999998,0.1098719999999998,0.0,0.1098719999999998,1.6666666666666619,0.0,96.66666666666667,100.0,1.6666666666666667,0.0
470,530,0.14,0.14,200,-1.0,-0.1,0.1098719999999998,0.1098719999999998,0.1098719999999998,0.1098719999999998,0.0,0.0,0,0,0.03548227118644053,0.02397863415190441,0.1098719999999998,0.03548227118644053,0.02397863415190441,0.1098719999999998,0.1098719999999998,0.0,0.1098719999999998,0.1098719999999998,0.0,0.1098719999999998,1.6666666666666714,0.0,98.33333333333333,100.0,0.0,0.0
475,535,0.14,0.14,200,-1.0,-0.1,0.0863280000000003,0.0863280000000003,0.0,0.0,0.0,0.0,0,0,0.03386944067796593,0.02193162960029321,0.0863280000000003,0.03386944067796593,0.02193162960029321,0.0863280000000003,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666714,100.0,98.33333333333333,0.0,0.0,0.0
480,540,0.14,0.14,200,-1.0,-0.1,0.0863280000000003,0.0863280000000003,0.0,0.0,0.0,0.0,0,0,0.03391932203389811,0.022606119465073776,0.0863280000000003,0.03391932203389811,0.022606119465073776,0.0863280000000003,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666714,100.0,98.33333333333333,0.0,0.0,0.0
485,545,0.14,0.14,200,-1.0,-0.1,0.0863280000000003,0.0863280000000003,0.0,0.0,0.0,0.0,0,0,0.03268891525423706,0.021979239649476047,0.0863280000000003,0.03268891525423706,0.021979239649476047,0.0863280000000003,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666714,100.0,98.33333333333333,0.0,0.0,0.0
490,550,0.14,0.14,200,-1.0,-0.1,0.0863280000000003,0.0863280000000003,0.0,0.0,0.0,0.0,0,0,0.0334371355932201,0.02275719902148898,0.0863280000000003,0.0334371355932201,0.02275719902148898,0.0863280000000003,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666714,100.0,98.33333333333333,0.0,0.0,0.0
495,555,0.14,0.14,200,-1.0,-0.1,0.0863280000000003,0.0863280000000003,0.0,0.0,0.0,0.0,0,0,0.03486706779660996,0.022222702341329788,0.0863280000000003,0.03486706779660996,0.022222702341329788,0.0863280000000003,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666714,100.0,98.33333333333333,0.0,0.0,0.0
500,560,0.14,0.14,200,-1.0,-0.1,0.0961380000000003,0.0961380000000003,0.0,0.0,0.0,0.0,0,0,0.0349592727272725,0.02409883493559185,0.0961380000000003,0.0349592727272725,0.02409883493559185,0.0961380000000003,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666758,0.0,91.66666666666666,0.0,6.666666666666667,100.0
505,565,0.14,0.14,200,-1.0,-0.1,0.0961380000000003,0.0961380000000003,0.0,0.0,0.0,0.0,0,0,0.03564953999999976,0.024497995861057904,0.0961380000000003,0.03564953999999976,0.024497995861057904,0.0961380000000003,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666572,0.0,83.33333333333334,0.0,15.0,100.0
510,570,0.14,0.14,200,-1.0,-0.1,0.0961380000000003,0.0961380000000003,0.0,0.0,0.0,0.0,0,0,0.03588279999999973,0.02531452195400914,0.0961380000000003,0.03588279999999973,0.02531452195400914,0.0961380000000003,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666679,0.0,75.0,0.0,23.333333333333332,100.0
515,575,0.14,0.14,200,-1.0,-0.1,0.0961380000000003,0.0961380000000003,0.0,0.0,0.0,0.0,0,0,0.035746682926829004,0.02527307514606204,0.0961380000000003,0.035746682926829004,0.02527307514606204,0.0961380000000003,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666714,0.0,68.33333333333333,0.0,30.0,100.0
520,580,0.14,0.14,200,-1.0,-0.1,0.0961380000000003,0.0961380000000003,0.0,0.0,0.0,0.0,0,0,0.0299085365853656,0.023824586820666967,0.0961380000000003,0.0299085365853656,0.023824586820666967,0.0961380000000003,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666714,0.0,68.33333333333333,0.0,30.0,100.0
525,585,0.14,0.14,200,-1.0,-0.1,0.0961380000000003,0.0961380000000003,0.0,0.0,0.0,0.0,0,0,0.03060241463414612,0.02330775307203826,0.0961380000000003,0.03060241463414612,0.02330775307203826,0.0961380000000003,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666714,0.0,68.33333333333333,0.0,30.0,100.0
530,590,0.14,0.14,200,-1.0,-0.1,0.0961380000000003,0.0961380000000003,0.0,0.0,0.0,0.0,0,0,0.03048278048780469,0.023645857746370205,0.0961380000000003,0.03048278048780469,0.023645857746370205,0.0961380000000003,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666714,0.0,68.33333333333333,0.0,30.0,100.0
535,595,0.14,0.14,200,-1.0,-0.1,0.0961380000000003,0.0961380000000003,0.0,0.0,0.0,0.0,0,0,0.02876004878048765,0.022436707187380715,0.0961380000000003,0.02876004878048765,0.022436707187380715,0.0961380000000003,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666714,0.0,68.33333333333333,0.0,30.0,100.0
540,600,0.14,0.14,200,-1.0,-0.1,0.0961380000000003,0.0961380000000003,0.0,0.0,0.0,0.0,0,0,0.02852078048780469,0.022307607972161053,0.0961380000000003,0.02852078048780469,0.022307607972161053,0.0961380000000003,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666714,0.0,68.33333333333333,0.0,30.0,100.0
545,605,0.14,0.14,200,-1.0,-0.1,0.0961380000000003,0.0961380000000003,0.0,0.0,0.0,0.0,0,0,0.029002384615384447,0.024207306702216026,0.0961380000000003,0.029002384615384447,0.024207306702216026,0.0961380000000003,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666714,0.0,65.0,0.0,33.33333333333333,100.0
550,610,0.14,0.14,200,-1.0,-0.1,0.1343970000000004,0.1343970000000004,0.1343970000000004,0.1343970000000004,0.0,0.0,0,0,0.029507447368420914,0.028904151541820116,0.1343970000000004,0.029507447368420914,0.028904151541820116,0.1343970000000004,0.1343970000000004,0.0,0.1343970000000004,0.1343970000000004,0.0,0.1343970000000004,1.6666666666666714,0.0,63.33333333333333,4.545454545454546,35.0,95.45454545454545
555,615,0.14,0.14,200,-1.0,-0.1,0.0898099999999989,0.0898099999999989,0.1343970000000004,0.1343970000000004,0.0,0.0,0,0,0.02843637142857127,0.028530043410998882,0.1343970000000004,0.02843637142857127,0.028530043410998882,0.1343970000000004,0.1343970000000004,0.0,0.1343970000000004,0.1343970000000004,0.0,0.1343970000000004,1.6666666666666643,0.0,58.333333333333336,4.545454545454546,40.0,95.45454545454545
560,620,0.14,0.14,200,-1.0,-0.1,0.0898099999999989,0.0898099999999989,0.1343970000000004,0.1343970000000004,0.0,0.0,0,0,0.02843637142857127,0.028530043410998882,0.1343970000000004,0.02843637142857127,0.028530043410998882,0.1343970000000004,0.1343970000000004,0.0,0.1343970000000004,0.1343970000000004,0.0,0.1343970000000004,1.6666666666666643,5.555555555555557,58.333333333333336,5.555555555555555,40.0,88.88888888888889
565,625,0.14,0.14,200,-1.0,-0.1,0.0898099999999989,0.0898099999999989,0.1343970000000004,0.1343970000000004,0.0,0.0,0,0,0.02843637142857127,0.028530043410998882,0.1343970000000004,0.02843637142857127,0.028530043410998882,0.1343970000000004,0.1343970000000004,0.0,0.1343970000000004,0.1343970000000004,0.0,0.1343970000000004,1.6666666666666643,7.692307692307693,58.333333333333336,7.6923076923076925,40.0,84.61538461538461
570,630,0.14,0.14,200,-1.0,-0.1,0.0898099999999989,0.0898099999999989,0.1343970000000004,0.1343970000000004,0.0,0.0,0,0,0.02843637142857127,0.028530043410998882,0.1343970000000004,0.02843637142857127,0.028530043410998882,0.1343970000000004,0.1343970000000004,0.0,0.1343970000000004,0.1343970000000004,0.0,0.1343970000000004,1.6666666666666643,12.5,58.333333333333336,12.5,40.0,75.0
575,635,0.14,0.14,200,-1.0,-0.1,0.0667079999999991,0.0667079999999991,0.1343970000000004,0.1343970000000004,0.0,0.0,0,0,0.02757567567567552,0.027796619544668416,0.1343970000000004,0.02757567567567552,0.027796619544668416,0.1343970000000004,0.1343970000000004,0.0,0.1343970000000004,0.1343970000000004,0.0,0.1343970000000004,1.6666666666666643,0.0,61.66666666666667,25.0,36.666666666666664,75.0
580,640,0.14,0.14,200,-1.0,-0.1,0.0667079999999991,0.0667079999999991,0.1343970000000004,0.1343970000000004,0.0,0.0,0,0,0.027734756756756577,0.027559673348989597,0.1343970000000004,0.027734756756756577,0.027559673348989597,0.1343970000000004,0.1343970000000004,0.0,0.1343970000000004,0.1343970000000004,0.0,0.1343970000000004,1.6666666666666643,0.0,61.66666666666667,25.0,36.666666666666664,75.0
585,645,0.14,0.14,200,-1.0,-0.1,0.0667079999999991,0.0667079999999991,0.1343970000000004,0.1343970000000004,0.0,0.0,0,0,0.02685981081081064,0.02762542910889722,0.1343970000000004,0.02685981081081064,0.02762542910889722,0.1343970000000004,0.1343970000000004,0.0,0.1343970000000004,0.1343970000000004,0.0,0.1343970000000004,1.6666666666666643,0.0,61.66666666666667,25.0,36.666666666666664,75.0
590,650,0.14,0.14,200,-1.0,-0.1,0.0667079999999991,0.0667079999999991,0.1343970000000004,0.1343970000000004,0.0,0.0,0,0,0.024685702702702532,0.0274083077204853,0.1343970000000004,0.024685702702702532,0.0274083077204853,0.1343970000000004,0.1343970000000004,0.0,0.1343970000000004,0.1343970000000004,0.0,0.1343970000000004,1.6666666666666643,0.0,61.66666666666667,25.0,36.666666666666664,75.0
595,655,0.14,0.14,200,-1.0,-0.1,0.0667079999999991,0.0667079999999991,0.1343970000000004,0.1343970000000004,0.0,0.0,0,0,0.022113891891891713,0.02798327774184991,0.1343970000000004,0.022113891891891713,0.02798327774184991,0.1343970000000004,0.1343970000000004,0.0,0.1343970000000004,0.1343970000000004,0.0,0.1343970000000004,1.6666666666666643,0.0,61.66666666666667,25.0,36.666666666666664,75.0
600,660,0.14,0.14,200,-1.0,-0.1,0.0543970000000004,0.0543970000000004,0.1343970000000004,0.1343970000000004,0.0,0.0,0,0,0.019939783783783614,0.02716987200989993,0.1343970000000004,0.019939783783783614,0.02716987200989993,0.1343970000000004,0.1343970000000004,0.0,0.1343970000000004,0.1343970000000004,0.0,0.1343970000000004,1.6666666666666643,0.0,61.66666666666667,25.0,36.666666666666664,75.0
605,665,0.14,0.14,200,-1.0,-0.1,0.1343970000000004,0.1343970000000004,0.1343970000000004,0.1343970000000004,0.0,0.0,0,0,0.015820124999999775,0.023183851061878934,0.1343970000000004,0.015820124999999775,0.023183851061878934,0.1343970000000004,0.1343970000000004,0.0,0.1343970000000004,0.1343970000000004,0.0,0.1343970000000004,1.6666666666666785,50.0,66.66666666666666,50.0,31.666666666666664,0.0
610,670,0.14,0.14,200,-1.0,-0.1,0.0750950000000006,0.0750950000000006,0.0,0.0,0.0,0.0,0,0,0.011528249999999787,0.013040450308080046,0.0750950000000006,0.011528249999999787,0.013040450308080046,0.0750950000000006,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666785,100.0,66.66666666666666,0.0,31.666666666666664,0.0
615,675,0.14,0.14,200,-1.0,-0.1,0.0436660000000006,0.0436660000000006,0.0,0.0,0.0,0.0,0,0,0.009442386363636129,0.007972261379923276,0.0436660000000006,0.009442386363636129,0.007972261379923276,0.0436660000000006,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666714,100.0,73.33333333333333,0.0,25.0,0.0
620,680,0.14,0.14,200,-1.0,-0.1,0.0436660000000006,0.0436660000000006,0.0,0.0,0.0,0.0,0,0,0.009279693877550786,0.0077367743138753815,0.0436660000000006,0.009279693877550786,0.0077367743138753815,0.0436660000000006,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666643,100.0,81.66666666666667,0.0,16.666666666666664,0.0
625,685,0.14,0.14,200,-1.0,-0.1,0.0436660000000006,0.0436660000000006,0.0,0.0,0.0,0.0,0,0,0.008874629629629384,0.007537528065905229,0.0436660000000006,0.008874629629629384,0.007537528065905229,0.0436660000000006,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666679,100.0,90.0,0.0,8.333333333333332,0.0
630,690,0.14,0.14,200,-1.0,-0.1,0.0436660000000006,0.0436660000000006,0.0,0.0,0.0,0.0,0,0,0.008288813559321788,0.007496348499746267,0.0436660000000006,0.008288813559321788,0.007496348499746267,0.0436660000000006,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666714,100.0,98.33333333333333,0.0,0.0,0.0
